uuid,part_number,name,description,vehicle_engine,tags,make,aed_buying_price,selling_price,stock_qty,min_stock
5274b02b-988d-4a6d-bee8-48002b0bb01f,31210-36160-Hea10,Clutch Pressure Plate Transfer Input Heavy Duty 1HZ,275mm Clutch Cover Assembly - Genuine Toyota / Transfer Input Heavy Duty - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,pressureplate,1hz,genuine,japan,transfer input",Genuine Toyota Japan,1232.04,3511.31,6,5
513a5b5a-8c9b-4508-b867-c86bae000437,31210-36160-0.211,Clutch Pressure Plate Front Inner 0.25 7L,275mm Clutch Cover Assembly - Genuine Toyota / Front Inner 0.25 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,pressureplate,1hz,genuine,japan,front inner",Genuine Toyota Japan,308.29,878.63,42,5
c1c1d519-88c6-45c1-a7ba-0b976e6447c2,31210-36160-STD12,Clutch Pressure Plate Front Inner STD VDJ79,275mm Clutch Cover Assembly - Genuine Toyota / Front Inner STD - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,pressureplate,1hz,genuine,japan,front inner",Genuine Toyota Japan,1101.82,3140.19,38,5
d34a0594-5755-4e82-895e-9e7addcb6c54,31210-36160-Jap13,Clutch Pressure Plate Front Outer Japan OEM 5L-E,275mm Clutch Cover Assembly - Genuine Toyota / Front Outer Japan OEM - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,pressureplate,1hz,genuine,japan,front outer",Genuine Toyota Japan,710.57,2025.12,6,5
9bf54f27-e9a3-47d4-97a6-76dc9f4ceec7,31210-36160-Kit14,Clutch Pressure Plate Front Outer Kit 1HZ,275mm Clutch Cover Assembly - Genuine Toyota / Front Outer Kit - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,pressureplate,1hz,genuine,japan,front outer",Genuine Toyota Japan,596.45,1699.88,52,5
e27751f0-6935-4ebf-8c0a-d938b5482470,31210-36160-STD15,Clutch Pressure Plate Hub LH STD VDJ79,275mm Clutch Cover Assembly - Genuine Toyota / Hub LH STD - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,pressureplate,1hz,genuine,japan,hub lh",Genuine Toyota Japan,442.73,1261.78,52,5
43d3783f-4afe-4a37-b83d-9c2122a96878,31210-36160-Jap16,Clutch Pressure Plate Hub LH Japan OEM 1KD-FTV,275mm Clutch Cover Assembly - Genuine Toyota / Hub LH Japan OEM - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,1hz,genuine,japan,hub lh",Genuine Toyota Japan,1241.97,3539.61,27,5
1dcfc131-64bb-44ae-b9f7-8c5ec0865a40,31210-36160-0.517,Clutch Pressure Plate Hub LH 0.50 1HDT,275mm Clutch Cover Assembly - Genuine Toyota / Hub LH 0.50 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,pressureplate,1hz,genuine,japan,hub lh",Genuine Toyota Japan,705.61,2010.99,50,5
3ba0ceb4-8a9e-45ab-9e75-75442a4e466e,31210-36330,Clutch Pressure Plate Front Inner Japan OEM 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Front Inner Japan OEM - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,front inner",Genuine Toyota Japan,57.24,163.13,46,5
e50d590d-c6f0-4d7f-8743-9aee1273abac,31210-36330-Hea01,Clutch Pressure Plate Rear Heavy Duty 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Rear Heavy Duty - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,rear",Genuine Toyota Japan,1214.19,3460.44,45,5
5b05a575-b884-4393-90b2-2187c00ac6d0,31210-36330-0.202,Clutch Pressure Plate Front Outer 0.25 VDJ79,Heavy Duty Cover - Genuine Toyota / Front Outer 0.25 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,pressureplate,genuine,japan,front outer",Genuine Toyota Japan,690.92,1969.12,64,5
3489bf20-43c8-4279-9d1a-6a51523bd5d0,31210-36330-Kit03,Clutch Pressure Plate Hub LH Kit 1HZ,Heavy Duty Cover - Genuine Toyota / Hub LH Kit - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,pressureplate,genuine,japan,hub lh",Genuine Toyota Japan,1413.05,4027.19,62,5
2db6fe57-1ae5-49ab-8a30-ac1f7624812b,31210-36330-Kit04,Clutch Pressure Plate Hub LH Kit 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Hub LH Kit - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,hub lh",Genuine Toyota Japan,1319.26,3759.89,33,5
a3a46369-97ad-4948-94c5-e693577e630d,31210-36330-0.205,Clutch Pressure Plate Gearbox 0.25 1HDT,Heavy Duty Cover - Genuine Toyota / Gearbox 0.25 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,pressureplate,genuine,japan,gearbox",Genuine Toyota Japan,807.91,2302.54,64,5
0f3d2743-d7f5-4ade-b9e8-d843061f44c8,31210-36330-STD06,Clutch Pressure Plate Hub LH STD 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Hub LH STD - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,hub lh",Genuine Toyota Japan,390.91,1114.09,45,5
9866650a-0cb0-4f82-98c7-78126918b5dc,31210-36330-0.507,Clutch Pressure Plate Front Outer 0.50 7L,Heavy Duty Cover - Genuine Toyota / Front Outer 0.50 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,pressureplate,genuine,japan,front outer",Genuine Toyota Japan,248.97,709.56,65,5
c3bd24e5-447f-46d3-bee2-9c0e9f338323,31210-36330-STD08,Clutch Pressure Plate Hub RH STD 5L-E,Heavy Duty Cover - Genuine Toyota / Hub RH STD - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,pressureplate,genuine,japan,hub rh",Genuine Toyota Japan,667.7,1902.95,29,5
380abc71-f367-41d9-8750-990169779f07,31210-36330-STD09,Clutch Pressure Plate Gearbox STD 7L,Heavy Duty Cover - Genuine Toyota / Gearbox STD - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,pressureplate,genuine,japan,gearbox",Genuine Toyota Japan,521.27,1485.62,41,5
c85bcdf1-8539-4a24-81ba-cd0e7b732cd5,31210-36330-Hea10,Clutch Pressure Plate Rear Heavy Duty 1HZ,Heavy Duty Cover - Genuine Toyota / Rear Heavy Duty - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,pressureplate,genuine,japan,rear",Genuine Toyota Japan,1815.91,5175.34,27,5
dd9e10eb-3862-45ad-a76c-c7f80b27fb40,31210-36330-0.211,Clutch Pressure Plate Gearbox 0.25 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Gearbox 0.25 - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,gearbox",Genuine Toyota Japan,1166.49,3324.5,23,5
c9129aab-aa35-4545-9bd9-205c6d626bf9,31210-36330-0.512,Clutch Pressure Plate Transfer Input 0.50 1HDT,Heavy Duty Cover - Genuine Toyota / Transfer Input 0.50 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,pressureplate,genuine,japan,transfer input",Genuine Toyota Japan,1101.0,3137.85,51,5
8a4bdd7d-af4b-4b3c-b5b7-b7dd4a27217c,31210-36330-STD13,Clutch Pressure Plate Gearbox STD 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Gearbox STD - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,gearbox",Genuine Toyota Japan,313.31,892.93,11,5
1ccc837e-1629-4b3b-b6ac-ec2731155e3b,31210-36330-Kit14,Clutch Pressure Plate Hub RH Kit 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Hub RH Kit - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,hub rh",Genuine Toyota Japan,623.32,1776.46,19,5
9e2e5d17-047a-4ce3-b671-ba0aac788eb8,31210-36330-Hea15,Clutch Pressure Plate Transfer Input Heavy Duty 1HZ,Heavy Duty Cover - Genuine Toyota / Transfer Input Heavy Duty - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,pressureplate,genuine,japan,transfer input",Genuine Toyota Japan,1304.65,3718.25,29,5
f34b144e-b39f-45a2-abe8-143a6ad32717,31210-36330-Kit16,Clutch Pressure Plate Hub RH Kit 1KD-FTV,Heavy Duty Cover - Genuine Toyota / Hub RH Kit - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,pressureplate,genuine,japan,hub rh",Genuine Toyota Japan,1276.53,3638.11,4,5
6c5d58ae-a35d-4852-bfba-c4fa38da909f,31210-36330-Kit17,Clutch Pressure Plate Transfer Output Kit 7L,Heavy Duty Cover - Genuine Toyota / Transfer Output Kit - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,pressureplate,genuine,japan,transfer output",Genuine Toyota Japan,1032.11,2941.51,32,5
769568a1-35d2-47c0-b662-b984ecb9ea03,31210-60070,Clutch Pressure Plate Hub RH 0.25 1HZ,OEM Cover Assembly - Genuine Toyota / Hub RH 0.25 - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,hub rh",Genuine Toyota Japan,243.2,693.12,6,5
c2497570-88ad-417b-9256-d2d0ec574986,31210-60070-0.201,Clutch Pressure Plate Transfer Input 0.25 VDJ79,OEM Cover Assembly - Genuine Toyota / Transfer Input 0.25 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,genuine,japan,transfer input",Genuine Toyota Japan,362.72,1033.75,22,5
d5fc272e-cc77-41c3-a7c3-a4bac1009288,31210-60070-Kit02,Clutch Pressure Plate Gearbox Kit 7L,OEM Cover Assembly - Genuine Toyota / Gearbox Kit - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,gearbox",Genuine Toyota Japan,783.54,2233.09,9,5
c206f97f-4783-41f4-87bc-bfa53ae4887a,31210-60070-Jap03,Clutch Pressure Plate Transfer Output Japan OEM 1HZ,OEM Cover Assembly - Genuine Toyota / Transfer Output Japan OEM - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,transfer output",Genuine Toyota Japan,810.84,2310.89,35,5
a3e5843a-d390-4c1b-b7d2-1ebf5c9df973,31210-60070-STD04,Clutch Pressure Plate Front Outer STD 5L-E,OEM Cover Assembly - Genuine Toyota / Front Outer STD - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,genuine,japan,front outer",Genuine Toyota Japan,308.09,878.06,46,5
46202049-399f-482b-a068-ac177f293276,31210-60070-Jap05,Clutch Pressure Plate Front Inner Japan OEM 7L,OEM Cover Assembly - Genuine Toyota / Front Inner Japan OEM - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front inner",Genuine Toyota Japan,563.51,1606.0,48,5
3eefedcb-ee8c-4776-a112-b598c7fdf719,31210-60070-0.506,Clutch Pressure Plate Transfer Output 0.50 VDJ79,OEM Cover Assembly - Genuine Toyota / Transfer Output 0.50 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,genuine,japan,transfer output",Genuine Toyota Japan,1944.76,5542.57,26,5
4fab1cb8-b508-401c-95ad-6190e17da138,31210-60070-0.507,Clutch Pressure Plate Transfer Output 0.50 1HDT,OEM Cover Assembly - Genuine Toyota / Transfer Output 0.50 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,genuine,japan,transfer output",Genuine Toyota Japan,1637.36,4666.48,39,5
7f6fe482-4a0b-4fef-8cf1-035d27e16d87,31210-60070-Kit08,Clutch Pressure Plate Transfer Input Kit 1HZ,OEM Cover Assembly - Genuine Toyota / Transfer Input Kit - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,transfer input",Genuine Toyota Japan,273.78,780.27,55,5
0978a981-e80c-45ec-9133-da0e7438dc20,31210-60070-0.509,Clutch Pressure Plate Front Inner 0.50 7L,OEM Cover Assembly - Genuine Toyota / Front Inner 0.50 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front inner",Genuine Toyota Japan,942.99,2687.52,43,5
246ff94f-f72d-458e-adec-59dcfcb8573e,31210-60070-0.510,Clutch Pressure Plate Front Inner 0.50 VDJ79,OEM Cover Assembly - Genuine Toyota / Front Inner 0.50 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,genuine,japan,front inner",Genuine Toyota Japan,485.03,1382.34,20,5
5530fec1-9308-4c7c-bc51-5546306b3bf6,31210-60070-0.511,Clutch Pressure Plate Front Outer 0.50 7L,OEM Cover Assembly - Genuine Toyota / Front Outer 0.50 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front outer",Genuine Toyota Japan,1455.55,4148.32,65,5
4dc3f19c-5b44-4b6f-a815-039f750969b5,31210-60070-0.212,Clutch Pressure Plate Front Outer 0.25 7L,OEM Cover Assembly - Genuine Toyota / Front Outer 0.25 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front outer",Genuine Toyota Japan,1199.04,3417.26,20,5
f277c66b-c0fe-40c0-8c1b-8237de83e5f5,31210-60070-Kit13,Clutch Pressure Plate Rear Kit VDJ79,OEM Cover Assembly - Genuine Toyota / Rear Kit - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,genuine,japan,rear",Genuine Toyota Japan,812.96,2316.94,36,5
1b461ac0-1a79-4519-a69d-d98dfcfdfed5,31210-60070-Hea14,Clutch Pressure Plate Front Outer Heavy Duty 7L,OEM Cover Assembly - Genuine Toyota / Front Outer Heavy Duty - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front outer",Genuine Toyota Japan,1285.64,3664.07,13,5
c5ef0350-105e-4b0e-bf8b-aff963baf91b,31210-60070-Jap15,Clutch Pressure Plate Front Outer Japan OEM 7L,OEM Cover Assembly - Genuine Toyota / Front Outer Japan OEM - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front outer",Genuine Toyota Japan,1237.56,3527.05,14,5
ddab4395-89e7-4e65-8c43-56a9e61c1c95,31210-60070-STD16,Clutch Pressure Plate Front Outer STD 7L,OEM Cover Assembly - Genuine Toyota / Front Outer STD - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front outer",Genuine Toyota Japan,191.51,545.8,22,5
0a3b9bee-2115-4641-8f35-a763cba4a023,31210-60070-Kit17,Clutch Pressure Plate Hub LH Kit 1HZ,OEM Cover Assembly - Genuine Toyota / Hub LH Kit - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,hub lh",Genuine Toyota Japan,318.31,907.18,36,5
1096885a-339c-490c-9279-7e05355dc92e,31250-60431,Clutch Driven Plate Transfer Output STD 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Output STD - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,transfer output",Genuine Toyota Japan,217.03,618.54,28,5
1d80f5e0-165d-4ee8-852e-b8c793342704,31250-60431-Jap01,Clutch Driven Plate Transfer Output Japan OEM 5L-E,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Output Japan OEM - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,drivenplate,genuine,japan,transfer output",Genuine Toyota Japan,1560.69,4447.97,38,5
3db15da2-80d5-4be9-8164-aff2ea453f98,31250-60431-0.502,Clutch Driven Plate Front Inner 0.50 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Front Inner 0.50 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,front inner",Genuine Toyota Japan,1186.63,3381.9,46,5
8b2c1bc3-4f54-48a5-afcf-ab3a25639be8,31250-60431-0.503,Clutch Driven Plate Gearbox 0.50 VDJ79,Clutch Disc 300mm 14T - Genuine Toyota / Gearbox 0.50 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,drivenplate,genuine,japan,gearbox",Genuine Toyota Japan,952.11,2713.51,25,5
68a2856a-6e54-45e2-be12-cdab73caf9cf,31250-60431-Kit04,Clutch Driven Plate Hub RH Kit VDJ79,Clutch Disc 300mm 14T - Genuine Toyota / Hub RH Kit - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,drivenplate,genuine,japan,hub rh",Genuine Toyota Japan,1150.74,3279.61,64,5
efe8006b-1112-466f-aa17-620f7bbf5990,31250-60431-0.205,Clutch Driven Plate Hub RH 0.25 7L,Clutch Disc 300mm 14T - Genuine Toyota / Hub RH 0.25 - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,drivenplate,genuine,japan,hub rh",Genuine Toyota Japan,1181.18,3366.36,4,5
085a2fb5-02f4-46ac-bbd4-da3db06dc0f4,31250-60431-Hea06,Clutch Driven Plate Transfer Input Heavy Duty 1HZ,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Input Heavy Duty - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,drivenplate,genuine,japan,transfer input",Genuine Toyota Japan,1187.51,3384.4,46,5
e093d674-c7df-4352-9f35-1c1baedb9bdc,31250-60431-Jap07,Clutch Driven Plate Transfer Output Japan OEM 1HZ,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Output Japan OEM - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,drivenplate,genuine,japan,transfer output",Genuine Toyota Japan,1103.87,3146.03,10,5
0278d60d-33df-410d-8f72-6ea8b128bbe7,31250-60431-Hea08,Clutch Driven Plate Hub LH Heavy Duty 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Hub LH Heavy Duty - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,hub lh",Genuine Toyota Japan,194.79,555.15,6,5
82c81ab6-ff0a-4673-8e8e-965d5068cf91,31250-60431-Hea09,Clutch Driven Plate Hub RH Heavy Duty 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Hub RH Heavy Duty - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,hub rh",Genuine Toyota Japan,1353.79,3858.3,58,5
05a641c7-dcfa-4448-b0a1-c742c7ecf452,31250-60431-STD10,Clutch Driven Plate Transfer Output STD 1HZ,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Output STD - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,drivenplate,genuine,japan,transfer output",Genuine Toyota Japan,437.36,1246.48,4,5
64ae20f2-2b2e-496c-b57c-9fdcf7350a9d,31250-60431-Jap11,Clutch Driven Plate Front Inner Japan OEM 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Front Inner Japan OEM - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,front inner",Genuine Toyota Japan,1097.06,3126.62,60,5
7cf3378a-01f5-4249-b0f8-10988a4f3b54,31250-60431-Jap12,Clutch Driven Plate Transfer Output Japan OEM 5L-E,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Output Japan OEM - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,drivenplate,genuine,japan,transfer output",Genuine Toyota Japan,1077.08,3069.68,12,5
52e5b6ab-7632-4e6e-b5d0-2a222020ab9b,31250-60431-0.513,Clutch Driven Plate Transfer Input 0.50 VDJ79,Clutch Disc 300mm 14T - Genuine Toyota / Transfer Input 0.50 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,drivenplate,genuine,japan,transfer input",Genuine Toyota Japan,339.43,967.38,56,5
69b29187-0de8-44bd-b6b5-c61c04e14d67,31250-60431-0.514,Clutch Driven Plate Gearbox 0.50 1HZ,Clutch Disc 300mm 14T - Genuine Toyota / Gearbox 0.50 - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,drivenplate,genuine,japan,gearbox",Genuine Toyota Japan,1088.42,3102.0,28,5
6b136d7b-5e7c-45d6-94a8-11f46a23c0b8,31250-60431-Jap15,Clutch Driven Plate Hub RH Japan OEM 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Hub RH Japan OEM - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,hub rh",Genuine Toyota Japan,1001.64,2854.67,39,5
a822fef6-3353-4804-9dbf-3ea2fd31b877,31250-60431-0.516,Clutch Driven Plate Gearbox 0.50 1HDT,Clutch Disc 300mm 14T - Genuine Toyota / Gearbox 0.50 - 1HDT engine,"Land Cruiser 70/75/79 Series, Prado - 1HDT","clutch,drivenplate,genuine,japan,gearbox",Genuine Toyota Japan,1146.76,3268.27,62,5
05d519d0-df8e-4751-9da1-36169f9c2fb9,31250-60431-0.217,Clutch Driven Plate Hub RH 0.25 VDJ79,Clutch Disc 300mm 14T - Genuine Toyota / Hub RH 0.25 - VDJ79 engine,"Land Cruiser 70/75/79 Series, Prado - VDJ79","clutch,drivenplate,genuine,japan,hub rh",Genuine Toyota Japan,1036.6,2954.31,41,5
8efd1a64-10d1-4f2d-9ebb-ec6c80f9b22a,31250-60451,Clutch Driven Plate Transfer Output 0.50 1HZ,Clutch Disc VDJ79 - Genuine Toyota / Transfer Output 0.50 - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,transfer output",Genuine Toyota Japan,1465.31,4176.13,6,5
b2d6ee15-8e96-4d10-85e9-8a19dc303e69,31250-60451-Hea01,Clutch Driven Plate Front Inner Heavy Duty 1HZ,Clutch Disc VDJ79 - Genuine Toyota / Front Inner Heavy Duty - 1HZ engine,"Land Cruiser 70/75/79 Series, Prado - 1HZ","clutch,genuine,japan,front inner",Genuine Toyota Japan,1300.52,3706.48,31,5
785d22e0-4acb-4fc4-88e1-39fabda22648,31250-60451-Jap02,Clutch Driven Plate Rear Japan OEM 5L-E,Clutch Disc VDJ79 - Genuine Toyota / Rear Japan OEM - 5L-E engine,"Land Cruiser 70/75/79 Series, Prado - 5L-E","clutch,genuine,japan,rear",Genuine Toyota Japan,519.39,1480.26,49,5
687c0ca9-01ca-4c36-98ae-d9cdc51e8ee4,31250-60451-Hea03,Clutch Driven Plate Front Inner Heavy Duty 7L,Clutch Disc VDJ79 - Genuine Toyota / Front Inner Heavy Duty - 7L engine,"Land Cruiser 70/75/79 Series, Prado - 7L","clutch,genuine,japan,front inner",Genuine Toyota Japan,526.74,1501.21,34,5
2c9ee2df-ec80-4612-b008-7d59f9c16b4d,31250-60451-0.204,Clutch Driven Plate Hub LH 0.25 1KD-FTV,Clutch Disc VDJ79 - Genuine Toyota / Hub LH 0.25 - 1KD-FTV engine,"Land Cruiser 70/75/79 Series, Prado - 1KD-FTV","clutch,genuine,japan,hub lh",Genuine Toyota Japan,519.13,1479.52,9,5
