uuid,part_number,name,description,vehicle_engine,tags,make,aed_buying_price,selling_price,stock_qty,min_stock
489935bd-acc5-4e6e-8895-bfc36f40a12f,D2177M-01,Brake Pads,,LAND CRUISER 79,"toyota,genuine",Koyo japan,924.64,0,21,5
73418356-f518-45c7-adac-3fe3bf9e5837,90915-YZZD4,Oil Filter,,1KD/2KD,"toyota,genuine",Genuine,631.27,0,27,5
fa33d3c4-80d4-4474-810a-4db58d30cfa7,31230-60201,Release Bearing,,Prado 1KD,"toyota,genuine",Genuine,532.31,0,37,5
64668f1f-d19d-4371-aeb7-119a555e807d,16571-17020,Hose Pipe(Upper),,LAND CRUISER 79,"toyota,genuine",Genuine,1651.86,0,43,5
3bd5052f-85af-4761-9d79-62fbe1d87182,47061-60030,Adjuster(Right hand),,LAND CRUISER 79,"toyota,genuine",555(Japan),232.45,0,50,5
d995f8b7-f954-4ac4-a064-772f7614f39b,45044-69135,Tie rod Front,,LAND CRUISER 79,"toyota,genuine",GMB Japan,506.54,0,17,5
8e48cc6e-a340-4f80-b7c5-946424a19f0f,DT-068V,Clutch plate,,HIACE 5L/3L/ITR/2TR,"toyota,genuine",OSK,405.96,0,28,5
97b89622-7570-4c1f-aea2-5cc77feccda8,48674-26040,Control Arm Bush,,7L,"toyota,genuine",Digue,738.68,0,24,5
f9bd00e0-8e16-45bd-ac94-e34fa79249f9,69820-60300,Welding Machine,,7L,"toyota,genuine",Genuine,702.24,0,17,5
845b8cd2-c9eb-4758-a54c-11449e55e175,DTX-172,Clutch plate,,2KD,"toyota,genuine",MK,643.01,0,52,5
c6889a7a-58fa-4053-b318-5d6cf9bed7c8,33362-60031,hub,,LAND CRUISER 79(New model,"toyota,genuine",Digue,1383.24,0,61,5
57f96f38-cb08-461e-a4f3-c7e99ab169bd,T729A,Thrust washer(0.50),,5L/3L,"toyota,genuine",Taiho,527.81,0,4,5
d0d65183-a6e6-4ae2-8143-d424aeb9d383,90311-35032,Seal (diff),,3L/5L (4x4),"toyota,genuine",GMB Japan,639.67,0,77,5
af0b066e-8ced-404d-b570-11a7d5e05d4c,90501-08212,Compression Spring(0.50),,LAND CRUISER 79,"toyota,genuine",Genuine,896.67,0,62,5
02f0047d-25e2-499d-8809-96b8256a593f,T037A,Thrust washer(STD)(0.25),,3L/5L/2L,"toyota,genuine",Taiho,1556.99,0,53,5
80340d7d-0258-43c1-bbc0-44b3860c9ed4,90311-41009,Seal (Rear diff),,1HZ,"toyota,genuine",Genuine,1472.5,0,40,5
e9b8cec7-5940-4266-89b4-bf4e62341269,200701,Release Bearing,,5L/3L,"toyota,genuine",MK,61.94,0,18,5
ff8cf1de-6932-4918-98d3-900952b17dbd,90385-11021,Rear Link Bush/eye Bush,,LAND CRUISER 79,"toyota,genuine",Koyo japan,1264.62,0,37,5
4ea63f2f-ed37-496a-a5c7-a72d907f1654,30308DJR,Diff Bearing,,LAND CRUISER 79,"toyota,genuine",Digue,80.03,0,31,5
2a61eaf0-b030-482c-a27f-96624769d77c,47061-60030,Adjuster(Right hand),,LAND CRUISER 79,"toyota,genuine",GMB Japan,867.35,0,32,5
60cb515f-466d-4426-8d5a-e1c8834d0b59,43530-60130,Wheel Hub,,LAND CRUISER 79,"toyota,genuine",OSK,442.11,0,33,5
71c00ed2-dc31-4155-92db-0a54846c327e,36211-60090,Connector shaft,,1HZ,"toyota,genuine",Genuine,1274.56,0,73,5
88073b19-b368-4ec6-9621-478cfd114276,13101-54101,Piston,,3L,"toyota,genuine",All Parts,91.74,0,76,5
7b7bf421-8094-4f32-a4fd-9287f17a57e7,90385-19003,Rear Shock Bush,,7L,"toyota,genuine",Genuine,1595.76,0,57,5
6ce7d840-b75a-4f86-8075-e960df44ba5b,35892,Piston rings(0.50),,Prado 1KD,"toyota,genuine",Tp(Japan),1006.35,0,9,5
cd7342f5-7f56-4bcd-b461-cf1afdc052e9,04495-60080,Brake Lining,,1HZ,"toyota,genuine",Genuine,1358.84,0,12,5
4d170182-c747-4d94-a6bb-853edf92e02c,DT-068V,Clutch plate,,LAND CRUISER 75 Tourist,"toyota,genuine",Japan(Aisin),229.01,0,52,5
d53fc113-05a9-4286-b9c1-e7bf5fc369ce,33037-60050,Synchronizer ring (No 2)(0.50),,LAND CRUISER 79,"toyota,genuine",Genuine,993.62,0,32,5
d511cf1e-a086-4c7a-82f3-88272d436b5f,43530-60130,Wheel Hub,,Prado 1KD,"toyota,genuine",Aisin(japan),675.42,0,43,5
9955023f-f447-4f40-87b9-9170bfd6193b,11701-75033-02,Con Bearing(STD)(0.25),,1TR,"toyota,genuine",Genuine,335.71,0,8,5
fb4b72f5-ee8b-44c8-8b6a-bf08ff92989f,SB-3972,Ball joint,,7L,"toyota,genuine",All Parts,1698.14,0,58,5
751c1703-9ebf-49df-84ce-cba66da54d73,15121-54020,Oil Gear,,3L/5L,"toyota,genuine",Digue,391.76,0,49,5
5dd888c5-94e7-4321-b4e3-7c1566b8a111,33212-35032,Fork (Number 1),,LAND CRUISER 79,"toyota,genuine",GMB Japan,1326.0,0,20,5
bc652a08-4e9c-44c8-882c-3648a50731cc,D2177M-01,Brake Pads,,5L/3L,"toyota,genuine",MK,390.98,0,79,5
af0f2203-dbe1-40c0-af0d-61e3f434d316,17567-61030,Exhaust Mountain,,LAND CRUISER 79,"toyota,genuine",Digue,1710.48,0,59,5
1034dc51-61d9-4a12-b998-3d486f7d43ae,31204-36110,Fork,,LAND CRUISER 70 Series,"toyota,genuine",Genuine,1528.15,0,64,5
243b4cd7-3886-47c0-a36f-edc05ede9f50,CTX--064,Pressure Plate,,5L/3L,"toyota,genuine",Digue,828.32,0,69,5
d72b5f0c-ca8a-404d-b44a-1f2eba086008,90215-42025,Stopper axle Washer,,LAND CRUISER 79,"toyota,genuine",Taiho,56.5,0,41,5
c910e138-b657-4d6b-9ac2-844a737dd426,90311-85009,Seal(Rear crunk shaft),,3L/5L,"toyota,genuine",Koyo japan,895.59,0,63,5
09fa3300-f181-4e70-a790-cefbaed8b7b8,69058-60141,Fuel cap,,LAND CRUISER 79,"toyota,genuine",Digue,1722.21,0,79,5
91eb8154-a84d-4bd7-946c-4ad60e24d8aa,48824-60130,Bracket(Right),,5L/3L,"toyota,genuine",Genuine,102.06,0,64,5
323dc932-033f-4edc-895b-80d818746d2f,09340-6280,Nozzle,,7L,"toyota,genuine",Denso,830.75,0,38,5
35c7f8fa-7673-4089-8110-ee265c281427,47062-60020,Adjuster(Left hand),,LAND CRUISER 70 Series,"toyota,genuine",Genuine,903.22,0,54,5
2a49fe4a-103b-4317-8a36-b9c59b64b3f9,90389-22003,Rear Spring Bush,,LAND CRUISER 79,"toyota,genuine",Koyo japan,1322.86,0,37,5
eb30825d-8c15-495e-aa0d-eec548952202,90364-38011,Needle Bearing(gear),,Prado 1KD,"toyota,genuine",Genuine,842.27,0,16,5
8a0a5403-fe74-4ff0-a7dc-1dd1496a3ee2,90363-35030,Transfer Input Bearing,,1HZ,"toyota,genuine",Genuine,61.21,0,72,5
eb28f7a9-f316-4d9a-8943-c189e38e9fa0,GWT-91A,Water Pump,,LAND CRUISER 70 Series,"toyota,genuine",GMB Japan,277.32,0,56,5
c38e8e34-d4e7-4571-8aba-b456ba995851,33366-35050,Synchromesh key/lock,,LAND CRUISER 79,"toyota,genuine",Genuine,56.14,0,55,5
cfc7b8a6-a9c0-44b2-a57a-4373e34b5a6a,13715-17010,Exhaust Valve,,LAND CRUISER 79,"toyota,genuine",Aisin,1641.91,0,48,5
d35e6f72-9412-49b9-a4d8-6ae222ec068f,48706-60030,Hard Pan Bush,,LAND CRUISER 79,"toyota,genuine",Aisin,949.23,0,61,5
c0879108-daee-4ecc-b0e1-810864b59377,90915-03006,Oil Filter,,LAND CRUISER 75 Tourist,"toyota,genuine",OSK,1407.98,0,9,5
846273a4-63da-40cd-a826-bc359d311ca1,90999-70067,Copper bush,,LAND CRUISER 79,"toyota,genuine",Digue,1766.1,0,23,5
9897e14d-f781-4663-8d36-ec064ca8bdda,54560-01j00,Big Arm bush,,Prado 1KD,"toyota,genuine",Genuine,1690.42,0,35,5
f3d83606-7492-4032-acd0-807af9f53306,53420-60100,bonnet hinge,,LAND CRUISER 79 Left hand),"toyota,genuine",Digue,1834.31,0,61,5
e9c5125d-f344-434e-ab5a-2c5dc2b14649,47910-35420,Compensiator,,Prado 1KD,"toyota,genuine",Genuine,68.69,0,24,5
a4fed444-a5a4-4d4f-981a-a18c732d2957,48061-60050,Small Arm bush,,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,60.1,0,49,5
f31e35ef-0ae3-4a24-a8fd-64a4d7148c34,53510-60220,Bonnet Lock,,LAND CRUISER 79,"toyota,genuine",MK,675.28,0,4,5
a31056af-9af2-45b0-8191-f636c2e7f493,220-40582,Clutch kit Lower,,5L/3L,"toyota,genuine",MK,695.04,0,33,5
64838efd-6b4d-419d-a4bc-3c221a55d23e,48802-60120,Link,,LAND CRUISER 79,"toyota,genuine",Genuine,425.47,0,61,5
37ad9796-acae-40b0-bb8e-a65da6c81e50,13568-19195,Timing Belt,,7L,"toyota,genuine",Genuine,238.38,0,68,5
a64c2384-30c0-4143-bb02-b7cc77c83981,16100-39486,Water Pump,,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,318.6,0,61,5
ab5f6c90-0e38-4639-8ed9-54106553970a,M087H,Main Bearing(0.25),,LAND CRUISER 79,"toyota,genuine",Taiho,1675.39,0,14,5
a867d42d-9991-4105-b02a-683a545367dc,GWT-91A,Water Pump,,LAND CRUISER 79,"toyota,genuine",All Parts,328.84,0,3,5
c80a56ad-ff31-4266-87ce-6574c8d8594d,90311-32020,Seal(Cam shaft),,3L/5L 1HZ,"toyota,genuine",Koyo japan,1434.91,0,58,5
8a958172-b42b-47ed-a3aa-d003d0879ca9,12649/10,front Wheel Bearing,,7L,"toyota,genuine",Koyo japan,267.58,0,4,5
6255f1de-0d99-4a83-afb9-b47f83281156,90915-30002-8T,Oil Filter,,LAND CRUISER 79/5L,"toyota,genuine",Koyo japan,972.63,0,57,5
20d04abb-c3ab-4cf4-b664-fb5fad730774,33368-35030,synchronizer ring (No 3)(old model),,LAND CRUISER 79,"toyota,genuine",OSK,1423.57,0,51,5
51a7db7d-4ce8-45a4-bd44-de8cb2a3f04e,90999-70067,Copper bush,,LAND CRUISER 75 Tourist,"toyota,genuine",Karson,1181.49,0,76,5
269f8161-1e93-4060-b2f1-f0808bba9495,11701-75033-02,Con Bearing(STD),,1TR,"toyota,genuine",GMB Japan,114.67,0,58,5
d7f3eec7-5241-4e0d-bb23-f1007a4487de,17567-17020,Exhaust Mountain,,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,249.24,0,75,5
7c330beb-bb15-4a8a-8c1e-61e4f7c70229,CTX--076,Pressure Plate,,LAND CRUISER 79,"toyota,genuine",Aisin,392.3,0,71,5
6cf8fae8-7105-4b45-9e41-f3a1665476ca,23390-51070,Fuel Filter,,Prado 1KD,"toyota,genuine",Digue,205.7,0,54,5
d80cb7a7-875f-49bc-bb49-6b13e37222c0,16361-17040,Fun,,LAND CRUISER 79,"toyota,genuine",Digue,573.98,0,49,5
9ab21b49-35f0-4bdc-9cf6-94b2db2fa4f2,17801-17020,Air filter,,V8,"toyota,genuine",OSK,1007.97,0,14,5
2f134058-ef9c-46ea-b6ab-12d107723786,1620-17050(FCT-039),Coupling/ Fan clutch,,LAND CRUISER 79,"toyota,genuine",OSK,1271.24,0,37,5
a17c4d2e-aae9-4de9-ae15-5e97a8d9b734,90311-85007,3L/5L,,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,551.49,0,21,5
605195bc-2abd-4e84-b5fd-0f257829bdd3,04311-6100,Upper clutch kit,,LAND CRUISER 79,"toyota,genuine",Digue,1271.04,0,77,5
1911df0c-2b9e-4c5f-aa46-6b7499d73a57,99332-11260,Fan belt,,LAND CRUISER 79,"toyota,genuine",555(Japan),38.91,0,54,5
1b8f01c7-6dd7-40a9-86aa-8299d41624c5,13711-17010,Intake Valve,,LAND CRUISER 79,"toyota,genuine",Koyo japan,1743.25,0,7,5
fa67aaeb-b10f-4305-b24d-80ba6bd5de03,90385-13009,Front Link Bush/ Eye Bush,,LAND CRUISER 79,"toyota,genuine",MK,93.17,0,67,5
2ead1a6c-d226-4dde-8ee1-39735be20b92,42410-69025,Rear Hub Kit,,LAND CRUISER 79,"toyota,genuine",MK,624.27,0,72,5
7a826289-a26b-4b42-80cb-9b6f49104ffa,90501-08212,Compression Spring,,LAND CRUISER 79,"toyota,genuine",MK,426.02,0,31,5
55a6753c-6d33-4d9d-822c-019ffce3972b,12649/10,front Wheel Bearing,,1HZ,"toyota,genuine",Koyo japan,1596.14,0,30,5
79b530a3-8635-4293-8f93-82734b87a2e2,31232-36020,Clutch Release Clip,,5L/3L,"toyota,genuine",Genuine,1619.28,0,54,5
42d34b22-aa01-417c-947b-da0df0681d5d,13715-30030,Exhaust Valve,,1KD,"toyota,genuine",Digue,615.64,0,63,5
57bac8a8-b95d-4208-9951-bdeeeff6648e,90310-36003,Seal (Rear tube seal),,LAND CRUISER 79,"toyota,genuine",All Parts,941.22,0,25,5
d3269bb9-f69d-4087-840f-f3fb2e7be7f4,BMT--239,Brake Master cylinder,,LAND CRUISER 79,"toyota,genuine",All Parts,875.91,0,61,5
7947db63-e1f9-4b4f-9b60-488cca1175ea,1620-17050(FCT-039),Coupling/ Fan clutch,,LAND CRUISER 70 Series,"toyota,genuine",Japan/Aisin,1363.13,0,47,5
a76c1e6e-8d44-421e-9d3b-adf4d1418dae,220-40582,Clutch kit Lower,,1HZ,"toyota,genuine",Seiken(japan),977.08,0,41,5
104cedd9-86da-4838-be01-0e74e413c822,90942-02083,Wheel stand,,LAND CRUISER 79,"toyota,genuine",Aisin,496.03,0,41,5
45c5bf87-49c3-46a3-8908-1d782efc033b,23390-51070,Fuel Filter,,LAND CRUISER 79,"toyota,genuine",All Parts,636.77,0,11,5
6a6087a8-ab17-446a-ac61-e72b8346618c,90151-60013,Screw(water pump),,LAND CRUISER 79,"toyota,genuine",Genuine,1492.4,0,62,5
941e6c06-fcee-42f9-9937-432778ed754f,43207-60032,Knuckle kit/Blanket,,Prado 1KD,"toyota,genuine",Genuine,1421.31,0,64,5
fcf48bb5-0b3f-48f3-b74c-4d05fa0ac2dd,90214-42030,Stopper axle Washer,,1HZ,"toyota,genuine",Genuine,576.3,0,67,5
aec92238-bc97-46bb-90bc-6bb9853ed28e,DTX-172,Clutch plate,,2KD,"toyota,genuine",Digue,1088.06,0,70,5
f85ab54d-7f2c-409c-875e-5712101b164a,T037A,Thrust washer(0.50),,LAND CRUISER 75 Tourist,"toyota,genuine",Taiho,1524.22,0,23,5
ed3f7854-dc76-422a-afbc-07dd1df43aad,23390-51030,Fuel Filter,,LAND CRUISER 79 New Model,"toyota,genuine",Digue,1479.21,0,13,5
a8f1d71a-2d14-4b96-bd5b-d77346aec7b7,R039A,Con Bearing(STD),,3L/5L/2L,"toyota,genuine",Aisin,885.38,0,16,5
5f3c8816-f22b-43d7-b77b-f87931428ab0,43401-60080,Stopper Axle,,LAND CRUISER 79,"toyota,genuine",Taiho,1826.54,0,41,5
19950c8e-ad7c-4b9d-b877-84cc69bc58ed,T720A,Thrust washer(0.25),,5L/3L,"toyota,genuine",Taiho,401.01,0,39,5
cb93040d-3dd5-4470-8448-e6fa3996333f,M087H,Main Bearing(0.25),,5L/3L,"toyota,genuine",Taiho,1799.67,0,29,5
25a9c037-dcf1-4c38-be37-2231964aeb7d,90915-03002,Oil Filter,,LAND CRUISER 75 Tourist,"toyota,genuine",Digue,938.61,0,11,5
bed5132b-8348-46da-be7d-7405a6dcfe10,12649/10,front Wheel Bearing,,5L/3L,"toyota,genuine",Genuine,35.6,0,29,5
7e06ac10-b4be-413c-88c8-f2cdc774638c,47201-60A70,Brake Master cylinder,,LAND CRUISER 79,"toyota,genuine",Genuine,1391.03,0,79,5
99ce5692-1d91-4ecc-b950-d85a39408963,48829-60080,Bracket(Left),,LAND CRUISER 79,"toyota,genuine",Genuine,177.79,0,78,5
15b64954-51e1-49d3-b836-0d21016e95f4,SWT10108ZZ,Piston rings(STD),,LAND CRUISER 79,"toyota,genuine",NPR,1583.81,0,56,5
56ca1ab7-a371-4874-85b7-72351a7586a1,200701,Release Bearing,,5L/3L,"toyota,genuine",Digue,1467.12,0,32,5
e508f3b2-5dac-4adb-abae-dc9851857560,43212-60111,Knucle,,LAND CRUISER 79(Old Model)(left hand),"toyota,genuine",Taiho,410.23,0,8,5
6e50c789-71f9-4980-88d0-a2056b525b47,04495-60080,Brake Lining,,LAND CRUISER 79 (NEW MODEL,"toyota,genuine",All Parts,1572.21,0,12,5
68ca9563-46cd-4205-a761-fe18f6c6cdc3,04493-60300,BMC kit,,LAND CRUISER 79,"toyota,genuine",Taiho,535.94,0,10,5
5cfcf5f0-b59d-44d6-8898-09bc25bc181d,APO72,Brake Pads,,7L,"toyota,genuine",All Parts,1612.21,0,5,5
ac6e1ea0-6fe4-473e-b41d-1358e9eff371,90201-12019,Knucle washer,,LAND CRUISER 79,"toyota,genuine",All Parts,1339.16,0,67,5
7e08f8ba-96c4-4527-89de-a6b42132a54e,43212-60251,Knucle,,LAND CRUISER 79 New Model(left hand),"toyota,genuine",GMB Japan,621.06,0,61,5
116face8-ac5a-42a6-9fb7-345f373b47f5,13715-17010,Exhaust Valve,,7L,"toyota,genuine",Genuine,1559.89,0,47,5
f18579e7-450f-495e-9048-ff7856418cff,4094w,Axle bearing (without con),,7L,"toyota,genuine",Koyo japan,1028.05,0,33,5
6508f18e-8efa-4c96-a671-1b4cbba0b370,ZA-50TKB3505B1R-81`2,Release Bearing,,LAND CRUISER 79,"toyota,genuine",NSK,1248.46,0,53,5
259956f4-d3bb-4687-9d4f-61e7b96f18f6,90311-95008,Seal(Rear crunk shaft seal),,1HZ/2KD/1KD,"toyota,genuine",GMB Japan,1180.38,0,69,5
b3a0331c-3e6e-40c5-826d-c198127115b5,90311-58006,Seal(Injector seal),,1KD/2KD,"toyota,genuine",Koyo japan,1554.72,0,21,5
1e91c427-f6ea-414b-b72c-d4492747fdab,36211-60090,Connector shaft,,LAND CRUISER 79,"toyota,genuine",MK,778.53,0,25,5
ed2e05f4-cb70-4787-ae2e-22a0c3a335fb,M042AI,Main Bearing(STD),,3L/5L/2L,"toyota,genuine",OSK,1515.72,0,39,5
89fe7fd2-c2b9-4da5-a5bc-b4ed40b75082,90915-YZZD4,Oil Filter,,1HZ,"toyota,genuine",Genuine,890.03,0,27,5
59b6e678-8065-4974-b97b-f4f704e3ffcc,90310-35010,Seal (Front tube seal),,Prado 1KD,"toyota,genuine",Karson,264.09,0,74,5
53ad15cd-ee88-47c5-ac30-35494d2c5c50,M087H,Main Bearing(0.50)(0.25),,TD23/TD25/TD27,"toyota,genuine",Taiho,968.35,0,11,5
a43ff1cd-fcef-4278-9e2a-80807641ae07,35892,Piston rings(STD),,3L,"toyota,genuine",MK,69.04,0,15,5
1932e336-2f34-4464-95d2-4c7be7fb62f4,90915-10004,Oil Filter,,RAV 4,"toyota,genuine",Digue,1762.35,0,60,5
4f123ebb-a311-48eb-b0b7-1d1f0fab5c3f,35892,Piston rings(STD),,LAND CRUISER 75 Tourist,"toyota,genuine",Tp(Japan),1589.27,0,26,5
8eda2eea-a818-48c3-bccf-2a4a185b6a83,48674-26040,Control Arm Bush,,1HZ,"toyota,genuine",Genuine,812.16,0,54,5
3186e5b7-a35f-43a4-8255-adc09807d752,13711-54040,Exhaust Valve,,7L,"toyota,genuine",Genuine,1792.71,0,26,5
82c13d0f-f385-4692-8fd6-80a15d37776d,04313-28020,Lower clutch kit,,Prado 1KD,"toyota,genuine",Genuine,1831.81,0,80,5
b55350b6-2f59-4bb4-961d-6511e378e2c4,90311-48022,Seal (Gear transfer Front seal),,LAND CRUISER 79,"toyota,genuine",Aisin,1367.82,0,44,5
7c60a3a7-85cd-43c6-9863-f978e58e3e77,13103-30102,Piston(0.50),,2KD,"toyota,genuine",555(Japan),326.0,0,4,5
30654969-748c-44cc-afd0-b772e8c45e07,90311-62001,Seal (Hub),,1HZ,"toyota,genuine",Musashi,1590.3,0,67,5
5fce9deb-9a86-40e4-8082-e0ef8749922c,13711-54020,Intake Valve,,HIACE 3L/79(IHZ),"toyota,genuine",555(Japan),91.88,0,30,5
731745f0-3cbe-4d51-9894-715e723ab637,69810-60330,Welding Machine(manual),,LAND CRUISER 79(manual),"toyota,genuine",GMB Japan,1648.65,0,80,5
a2629453-c7ed-43e7-b553-4e8a856feaea,R122h,Con Bearing(STD)(STD),,4D34,"toyota,genuine",Taiho,1686.48,0,55,5
2e7c9e1a-b872-4486-ad21-b03f2d13202e,48815-60170,Front Stabilizer D Bush,,LAND CRUISER 79,"toyota,genuine",Koyo japan,226.78,0,57,5
df629a58-c19a-4042-b774-f9d0574afe8b,45047-69085,Rear Tie Rod,,LAND CRUISER 79,"toyota,genuine",Genuine,1314.22,0,46,5
9e8f0ca7-6079-4826-ae7e-f18932903168,13715-17010,Exhaust Valve,,1HZ,"toyota,genuine",Genuine,421.81,0,76,5
1c9d44aa-bf55-49e4-bbc2-0e8b4d83fa36,48706-60030,Hard Pan Bush,,1HZ,"toyota,genuine",Genuine,1481.55,0,19,5
0353eae8-ec48-421a-9fb0-be93b44fbcaf,GWT-91A,Water Pump,,LAND CRUISER 75 Tourist,"toyota,genuine",GMB Japan,702.24,0,43,5
3ac3f859-eb20-4205-b4b3-a5c9d9a051c8,R729A,Con bearing(0.25),,1HZ,"toyota,genuine",Taiho,81.95,0,8,5
9d4cbd2f-1b88-449f-b41b-5fc355333491,ZA-50TKB3505B1R-81`2,Release Bearing,,3L,"toyota,genuine",MK,328.43,0,78,5
0757ca16-3abb-479e-ad53-9d42808665b7,12371-17080,Gearbox mounting,,LAND CRUISER 79,"toyota,genuine",555(Japan),806.42,0,69,5
d9c1e5d0-3517-4a41-bad4-9252702cbcd6,45044-69135,Tie rod Front,,LAND CRUISER 79,"toyota,genuine",OSK,1039.17,0,46,5
7b434657-a3ce-4a00-a3fc-dd09d1026aec,12361-54143,Engine Mounting,,Prado 1KD,"toyota,genuine",RBI,229.53,0,61,5
0546c2a7-ffab-48b4-9e0e-209899560ba6,17801-61030,Air filter,,Prado 1KD,"toyota,genuine",Genuine,330.28,0,3,5
d0433974-1293-4a23-a2a9-092b347e0a55,16572-17020,Hose Pipe(lower),,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,890.06,0,32,5
46a67d7c-88b9-48cc-95b5-634e0ae568c9,42323-60020,Conn washer,,7L,"toyota,genuine",Genuine,837.31,0,11,5
82472a0a-6b04-4c73-8d29-41dfaf0d46b0,33368-35040,synchronizer ring (No 4 old),,LAND CRUISER 79,"toyota,genuine",555(Japan),515.12,0,10,5
b90e03db-e653-4961-a9fa-3b854fcdb80d,69801-60030,Welding Machine(right hand)(automatic),,LAND CRUISER 79,"toyota,genuine",555(Japan),199.85,0,27,5
6e2ddef0-641a-4341-a935-588bc1b6e7fb,33037-35030,Ring Synchronizer (No 1),,LAND CRUISER 79,"toyota,genuine",555(Japan),1149.87,0,9,5
31dde037-fda2-4b0c-af82-a569261ceb0f,T729A,Thrust washer(0.25),,1TR/2TR,"toyota,genuine",GMB Japan,366.11,0,43,5
1d5a2dff-ea27-44f5-9c5f-64738c18862b,90311-35032,Seal (diff),,3L/5L (4x4),"toyota,genuine",OSK,774.48,0,38,5
66758283-58ee-42b5-9f3d-c7062508a34a,13011-15050,Piston rings(STD),,LAND CRUISER 70 Series,"toyota,genuine",Genuine,173.68,0,25,5
11b76746-ad63-42df-9a66-4faf91fbe817,4094w,Axle bearing(with con),,5L/3L/1KD,"toyota,genuine",Taiho,1677.15,0,28,5
c0b7bbee-923c-4ed6-9ca6-1cb7a55031ee,SWT10108ZZ,Piston rings(STD),,5L/3L,"toyota,genuine",NPR,662.13,0,53,5
1604f13b-a485-47cc-becd-4e57c0b84d83,53510-60220,Bonnet Lock,,LAND CRUISER 79,"toyota,genuine",Digue,86.22,0,45,5
da6d1d29-5cfa-4620-ad46-0ee13ac332dc,220-40582,Clutch kit Lower,,5L/3L,"toyota,genuine",Digue,1680.39,0,41,5
52bdb081-7f84-4527-89f3-dc7940e492ea,KD2605,Brake Pads,,7L,"toyota,genuine",555(Japan),1125.36,0,73,5
aa569416-62eb-4b91-bc25-b8f659fb6771,90363-35030,Transfer Input Bearing(0.25),,LAND CRUISER 79,"toyota,genuine",Genuine,114.45,0,79,5
02a447bd-e894-4c90-8abc-da5cd3fd22fb,04371-36050,Universal joint REAR,,LAND CRUISER 75 Tourist,"toyota,genuine",Genuine,1264.22,0,60,5
bcb24da0-068c-48a3-9f1f-132e1345b31e,CTX-125,Pressure Plate,,2KD,"toyota,genuine",Koyo japan,1572.46,0,58,5
